"","ID","DT","la","lo","count","vol","country","ship","T.surf","T.20","T.50","T.100","period","d","gear.sub","gear","opening","wind","T1.surf","T1.20","T1.50","T1.100","Sal20","b.depth"
"185160",8229229,"2010-06-18 14:51:00.000",60.25,-10.75,45,236.4450769,"ICELAND","46FR",11.579,11.2232,9.81,"9.44","5","","B","BGN60","60","0",11.579,11.2232,9.81,"9.44",35.3219,1138
"185165",8229234,"2010-06-18 16:21:00.000",60.25,-11.25,27,381.3874214,"ICELAND","46FR",13.0834,12.1826,10.27,"10.08","5","","B","BGN60","60","0",13.0834,12.1826,10.27,"10.08",35.407,1206
"185169",8229238,"2010-06-18 18:09:00.000",60.25,-11.75,3,223.7573702,"ICELAND","46FR",12.4175,11.6589,10.18,"9.55","5","","B","BGN60","60","0",12.4175,11.6589,10.18,"9.55",35.3168,1169
"185171",8229240,"2010-06-18 19:48:00.000",60.25,-12.25,12,324.3801412,"ICELAND","46FR",11.8648,10.8573,9.48,"9.35","5","","B","BGN60","60","0",11.8648,10.8573,9.48,"9.35",35.2917,392
"185172",8229241,"2010-06-18 23:16:00.000",60.25,-13.25,57,294.0859165,"ICELAND","46FR",12.3198,12.0239,10.56,"9.4","5","","B","BGN60","60","0",12.3198,12.0239,10.56,"9.4",35.2988,631
"185177",8229246,"2010-06-19 01:04:00.000",60.25,-13.75,2,333.0733066,"ICELAND","46FR",12.3092,12.0116,10.39,"9.73","5","","B","BGN60","60","0",12.3092,12.0116,10.39,"9.73",35.3833,1066
"185181",8229250,"2010-06-19 02:57:00.000",60.25,-14.25,2,389.3697534,"ICELAND","46FR",12.538,11.4647,9.52,"9.08","5","","B","BGN60","60","0",12.538,11.4647,9.52,"9.08",35.281,1638
"185183",8229252,"2010-06-19 06:39:00.000",60.25,-15.25,2,378.0264395,"ICELAND","46FR",12.4011,11.8217,9.69,"9.2","5","","B","BGN60","60","0",12.4011,11.8217,9.69,"9.2",35.1962,2098
"185184",8229253,"2010-06-19 12:31:00.000",60.25,-16.75,1,328.2839073,"ICELAND","46FR",12.101,11.5782,9.38,"9.26","5","","B","BGN60","60","0",12.101,11.5782,9.38,"9.26",35.1423,2467
"185185",8229254,"2010-06-19 16:42:00.000",60.25,-17.75,1,439.4483838,"ICELAND","46FR",12.6633,11.5536,9.7,"9.47","5","","B","BGN60","60","0",12.6633,11.5536,9.7,"9.47",35.1558,2550
"185188",8229257,"2010-06-20 02:19:00.000",60.75,-19.25,2,547.8400501,"ICELAND","46FR",12.0329,11.4149,9.31,"8.87","5","","B","BGN60","60","0",12.0329,11.4149,9.31,"8.87",35.1428,2467
"185189",8229258,"2010-06-20 09:53:00.000",60.75,-17.25,1,345.7610132,"ICELAND","46FR",12.3863,11.2833,9.55,"9.05","5","","B","BGN60","60","0",12.3863,11.2833,9.55,"9.05",35.2363,2499
"185190",8229259,"2010-06-20 13:44:00.000",60.75,-16.25,1,339.9633195,"ICELAND","46FR",12.4852,11.6927,9.52,"9.29","5","","B","BGN60","60","0",12.4852,11.6927,9.52,"9.29",35.2789,2509
"185192",8229261,"2010-06-20 21:20:00.000",61.75,-15.75,1,447.0946176,"ICELAND","46FR",11.9936,11.9669,9.33,"9.02","5","","B","BGN60","60","0",11.9936,11.9669,9.33,"9.02",35.156,2297
"185193",8229262,"2010-06-21 00:48:00.000",61.75,-16.75,2,314.419857,"ICELAND","46FR",11.827,11.6203,9.1,"8.88","5","","B","BGN60","60","0",11.827,11.6203,9.1,"8.88",35.228,2197
"185195",8229264,"2010-06-21 05:56:00.000",62.25,-15.25,9,457.5976861,"ICELAND","46FR",11.1833,11.05,9,"8.85","5","","B","BGN60","60","0",11.1833,11.05,9,"8.85",35.2858,2133
"185199",8229268,"2010-06-21 10:19:00.000",62.75,-14.25,6,306.1014268,"ICELAND","46FR",NA,11.15,9.27,"8.95","5","","B","BGN60","60","0",NA,11.15,9.27,"8.95",NA,1537
"185204",8229273,"2010-06-21 13:40:00.000",62.75,-15.25,14,504.23131,"ICELAND","46FR",11.444,11.2488,9.22,"8.92","5","","B","BGN60","60","0",11.444,11.2488,9.22,"8.92",35.2577,1963
"185206",8229275,"2010-06-21 16:19:00.000",62.75,-16.25,5,402.4775828,"ICELAND","46FR",11.3475,11.0144,9.02,"8.75","5","","B","BGN60","60","0",11.3475,11.0144,9.02,"8.75",35.1722,1886
"185208",8229277,"2010-06-01 05:51:00.000",48.75,-5.78,2,86.59707395,"NETHERLANDS","64T2",13.27,10.94,NA,"","5","","G7","Gulf7","20","0",13.27,10.94,NA,"",35.53,113
"185209",8229278,"2010-06-01 07:39:00.000",48.73,-6.28,7,99.72958544,"NETHERLANDS","64T2",13.97,10.73,NA,"","5","","G7","Gulf7","20","0",13.97,10.73,NA,"",35.55,129
"185211",8229280,"2010-06-01 11:01:00.000",48.73,-7.27,2,57.00217416,"NETHERLANDS","64T2",13.66,10.86,NA,"","5","","G7","Gulf7","20","0",13.66,10.86,NA,"",35.62,144
"185215",8229284,"2010-06-01 14:24:00.000",48.75,-8.27,1,34.02872766,"NETHERLANDS","64T2",13.98,12.9,NA,"","5","","G7","Gulf7","20","0",13.98,12.9,NA,"",35.62,141
"185216",8229285,"2010-06-01 15:55:00.000",48.75,-8.8,4,107.0314331,"NETHERLANDS","64T2",14.14,13.67,NA,"","5","","G7","Gulf7","20","0",14.14,13.67,NA,"",35.63,166
"185217",8229286,"2010-06-01 18:59:00.000",48.73,-9.32,20,135.8783497,"NETHERLANDS","64T2",14.81,13.72,NA,"","5","","G7","Gulf7","20","0",14.81,13.72,NA,"",35.67,167
"185219",8229288,"2010-06-01 20:51:00.000",48.73,-9.83,28,161.0619512,"NETHERLANDS","64T2",13.27,12.45,NA,"","5","","G7","Gulf7","20","0",13.27,12.45,NA,"",35.63,205
"185220",8229289,"2010-06-01 22:45:00.000",48.73,-10.32,4,99.2834991,"NETHERLANDS","64T2",13.4,13.15,NA,"","5","","G7","Gulf7","20","0",13.4,13.15,NA,"",35.61,186
"185223",8229292,"2010-06-02 00:31:00.000",48.73,-10.83,15,127.2337371,"NETHERLANDS","64T2",13.73,13.42,NA,"","5","","G7","Gulf7","20","0",13.73,13.42,NA,"",35.637,1202
"185228",8229297,"2010-06-02 02:24:00.000",48.73,-11.33,48,127.008441,"NETHERLANDS","64T2",14.15,13.61,NA,"","5","","G7","Gulf7","20","0",14.15,13.61,NA,"",35.67,1552
"185233",8229302,"2010-06-02 04:19:00.000",48.75,-11.82,6,122.6579727,"NETHERLANDS","64T2",14.07,13.91,NA,"","5","","G7","Gulf7","20","0",14.07,13.91,NA,"",35.65,2179
"185238",8229307,"2010-06-02 06:13:00.000",48.73,-12.33,8,155.2493111,"NETHERLANDS","64T2",14.18,13.61,NA,"","5","","G7","Gulf7","20","0",14.18,13.61,NA,"",35.64,1849
"185247",8229316,"2010-06-02 21:25:00.000",47.25,-13.17,1,131.6878417,"NETHERLANDS","64T2",14.81,14.03,NA,"","5","","G7","Gulf7","20","0",14.81,14.03,NA,"",35.71,4618
"185250",8229319,"2010-06-03 12:49:00.000",47.23,-9.15,44,144.6243455,"NETHERLANDS","64T2",14.73,13.76,NA,"","5","","G7","Gulf7","20","0",14.73,13.76,NA,"",35.7,4506
"185255",8229324,"2010-06-03 14:42:00.000",47.25,-8.67,35,122.2096334,"NETHERLANDS","64T2",15.02,14.68,NA,"","5","","G7","Gulf7","20","0",15.02,14.68,NA,"",35.67,4312
"185263",8229332,"2010-06-03 18:27:00.000",47.25,-7.65,17,142.1934002,"NETHERLANDS","64T2",15.18,14.89,NA,"","5","","G7","Gulf7","20","0",15.18,14.89,NA,"",35.69,4045
"185268",8229337,"2010-06-03 20:22:00.000",47.25,-7.17,1,128.2746053,"NETHERLANDS","64T2",14.82,13.92,NA,"","5","","G7","Gulf7","20","0",14.82,13.92,NA,"",35.76,3588
"185271",8229340,"2010-06-04 00:09:00.000",47.25,-6.15,1,153.8389573,"NETHERLANDS","64T2",15.08,13.52,NA,"","5","","G7","Gulf7","20","0",15.08,13.52,NA,"",35.68,1532
"185272",8229341,"2010-06-04 10:45:00.000",47.22,-3.75,1,65.87884173,"NETHERLANDS","64T2",16.22,12.69,NA,"","5","","G7","Gulf7","20","0",16.22,12.69,NA,"",35.34,103
"185274",8229343,"2010-06-07 11:47:00.000",47.2,-2.85,1,49.15060398,"NETHERLANDS","64T2",15.55,11,NA,"","5","","G7","Gulf7","20","0",15.55,11,NA,"",35.07,43
"185275",8229344,"2010-06-08 12:05:00.000",46.77,-5.15,5,149.5966311,"NETHERLANDS","64T2",15.23,15.15,NA,"","5","","G7","Gulf7","20","0",15.23,15.15,NA,"",35.61,1545
"185276",8229345,"2010-06-08 15:46:00.000",46.87,-4.83,6,86.54976176,"NETHERLANDS","64T2",16.2,14.5,NA,"","5","","G7","Gulf7","20","0",16.2,14.5,NA,"",35.7,154
"185277",8229346,"2010-06-08 19:39:00.000",47.67,-4.87,1,44.90377191,"NETHERLANDS","64T2",15.82,12.12,NA,"","5","","G7","Gulf7","20","0",15.82,12.12,NA,"",35.27,115
"185278",8229347,"2010-06-08 21:02:00.000",47.75,-5.3,1,98.4972156,"NETHERLANDS","64T2",15.4,15.32,NA,"","5","","G7","Gulf7","20","0",15.4,15.32,NA,"",35.55,125
"185279",8229348,"2010-06-09 05:53:00.000",47.75,-7.83,1,135.4863344,"NETHERLANDS","64T2",14.7,13.95,NA,"","5","","G7","Gulf7","20","0",14.7,13.95,NA,"",35.75,724
"185281",8229350,"2010-06-09 07:49:00.000",47.75,-8.32,173,128.3129056,"NETHERLANDS","64T2",15.49,15.13,NA,"","5","","G7","Gulf7","20","0",15.49,15.13,NA,"",35.69,2183
"185286",8229355,"2010-06-09 09:46:00.000",47.73,-8.82,21,119.4677795,"NETHERLANDS","64T2",15.53,14.96,NA,"","5","","G7","Gulf7","20","0",15.53,14.96,NA,"",35.79,3293
"185291",8229360,"2010-06-09 11:37:00.000",47.73,-9.33,11,130.2639701,"NETHERLANDS","64T2",15.63,14.14,NA,"","5","","G7","Gulf7","20","0",15.63,14.14,NA,"",35.7,4117
"185296",8229365,"2010-06-09 13:33:00.000",47.73,-9.83,12,136.8200875,"NETHERLANDS","64T2",15.17,14.01,NA,"","5","","G7","Gulf7","20","0",15.17,14.01,NA,"",35.67,4114
"185301",8229370,"2010-06-09 15:29:00.000",47.73,-10.33,7,154.6342526,"NETHERLANDS","64T2",15.21,15.18,NA,"","5","","G7","Gulf7","20","0",15.21,15.18,NA,"",35.64,3985
"185307",8229376,"2010-06-10 09:23:00.000",48.23,-11.15,2,150.9506609,"NETHERLANDS","64T2",14.57,14.56,NA,"","5","","G7","Gulf7","20","0",14.57,14.56,NA,"",35.64,3553
"185311",8229380,"2010-06-10 11:20:00.000",48.23,-10.67,10,123.746153,"NETHERLANDS","64T2",14.81,13.46,NA,"","5","","G7","Gulf7","20","0",14.81,13.46,NA,"",35.73,3569
"185316",8229385,"2010-06-10 13:17:00.000",48.23,-10.18,8,124.2958756,"NETHERLANDS","64T2",15.07,14.07,NA,"","5","","G7","Gulf7","20","0",15.07,14.07,NA,"",35.66,3567
"185321",8229390,"2010-06-10 17:45:00.000",48.22,-9.57,16,154.5193516,"NETHERLANDS","64T2",14.37,14.3,NA,"","5","","G7","Gulf7","20","0",14.37,14.3,NA,"",35.63,284
"185325",8229394,"2010-06-10 19:39:00.000",48.22,-9.15,49,155.603026,"NETHERLANDS","64T2",14.41,14.4,NA,"","5","","G7","Gulf7","20","0",14.41,14.4,NA,"",35.6,567
"185330",8229399,"2010-06-10 21:47:00.000",48.23,-8.68,14,100.8087539,"NETHERLANDS","64T2",14.46,14.18,NA,"","5","","G7","Gulf7","20","0",14.46,14.18,NA,"",35.66,312
"185334",8229403,"2010-06-10 23:53:00.000",48.23,-8.17,3,131.5616758,"NETHERLANDS","64T2",14.84,14.43,NA,"","5","","G7","Gulf7","20","0",14.84,14.43,NA,"",35.61,226
"185339",8229408,"2010-06-14 02:47:00.000",49.25,-6.77,30,36.45066107,"NETHERLANDS","64T2",15,12.73,NA,"","5","","G7","Gulf7","20","0",15,12.73,NA,"",35.32,116
"185340",8229409,"2010-06-14 04:32:00.000",49.23,-7.27,34,37.42844628,"NETHERLANDS","64T2",15.05,10.58,NA,"","5","","G7","Gulf7","20","0",15.05,10.58,NA,"",35.62,133
"185345",8229414,"2010-06-14 06:15:00.000",49.23,-7.77,40,44.62891063,"NETHERLANDS","64T2",14.98,14.76,NA,"","5","","G7","Gulf7","20","0",14.98,14.76,NA,"",35.41,135
"185350",8229419,"2010-06-14 07:54:00.000",49.25,-8.25,58,40.04413436,"NETHERLANDS","64T2",14.99,13.71,NA,"","5","","G7","Gulf7","20","0",14.99,13.71,NA,"",35.53,127
"185355",8229424,"2010-06-14 09:56:00.000",49.23,-8.78,81,44.2346424,"NETHERLANDS","64T2",14.75,14.74,NA,"","5","","G7","Gulf7","20","0",14.75,14.74,NA,"",35.42,144
"185360",8229429,"2010-06-14 13:17:00.000",49.27,-9.2,65,44.01610515,"NETHERLANDS","64T2",14.91,14.9,NA,"","5","","G7","Gulf7","20","0",14.91,14.9,NA,"",35.39,141
"185365",8229434,"2010-06-14 17:55:00.000",49.23,-9.82,236,131.9987503,"NETHERLANDS","64T2",15.05,15.03,NA,"","5","","G7","Gulf7","20","0",15.05,15.03,NA,"",35.45,147
"185370",8229439,"2010-06-14 19:48:00.000",49.23,-10.32,40,124.4040177,"NETHERLANDS","64T2",15.19,15.19,NA,"","5","","G7","Gulf7","20","0",15.19,15.19,NA,"",35.56,153
"185375",8229444,"2010-06-14 21:33:00.000",49.23,-10.82,1,129.2005724,"NETHERLANDS","64T2",14.95,13.86,NA,"","5","","G7","Gulf7","20","0",14.95,13.86,NA,"",35.62,166
"185376",8229445,"2010-06-14 23:36:00.000",49.25,-11.35,1,129.7863423,"NETHERLANDS","64T2",14.28,14.19,NA,"","5","","G7","Gulf7","20","0",14.28,14.19,NA,"",35.6,318
"185377",8229446,"2010-06-15 01:20:00.000",49.23,-11.82,23,146.223948,"NETHERLANDS","64T2",14.56,14.56,NA,"","5","","G7","Gulf7","20","0",14.56,14.56,NA,"",35.61,884
"185382",8229451,"2010-06-15 06:30:00.000",49.28,-12.77,4,102.2709258,"NETHERLANDS","64T2",14.48,14.19,NA,"","5","","G7","Gulf7","20","0",14.48,14.19,NA,"",35.61,1309
"185387",8229456,"2010-06-15 09:04:00.000",49.78,-12.75,3,112.4655757,"NETHERLANDS","64T2",14.42,14.42,NA,"","5","","G7","Gulf7","20","0",14.42,14.42,NA,"",35.66,2349
"185388",8229457,"2010-06-15 11:41:00.000",50.25,-12.65,12,145.3655698,"NETHERLANDS","64T2",14.74,14.65,NA,"","5","","G7","Gulf7","20","0",14.74,14.65,NA,"",35.63,2425
"185393",8229462,"2010-06-15 15:12:00.000",50.23,-11.67,19,106.7070066,"NETHERLANDS","64T2",14.77,14.38,NA,"","5","","G7","Gulf7","20","0",14.77,14.38,NA,"",35.59,1869
"185398",8229467,"2010-06-15 17:00:00.000",50.25,-11.18,56,107.0043975,"NETHERLANDS","64T2",14.67,14.37,NA,"","5","","G7","Gulf7","20","0",14.67,14.37,NA,"",35.58,666
"185403",8229472,"2010-06-15 18:45:00.000",50.23,-10.67,17,116.349681,"NETHERLANDS","64T2",15.1,14.58,NA,"","5","","G7","Gulf7","20","0",15.1,14.58,NA,"",35.58,164
"185405",8229474,"2010-06-15 20:28:00.000",50.25,-10.18,51,89.67011318,"NETHERLANDS","64T2",15.26,14.62,NA,"","5","","G7","Gulf7","20","0",15.26,14.62,NA,"",35.5,116
"185407",8229476,"2010-06-15 22:11:00.000",50.23,-9.72,85,46.73768242,"NETHERLANDS","64T2",14.92,14.76,NA,"","5","","G7","Gulf7","20","0",14.92,14.76,NA,"",35.45,128
"185410",8229479,"2010-06-15 23:42:00.000",50.23,-9.22,14,43.05409067,"NETHERLANDS","64T2",15.62,15.13,NA,"","5","","G7","Gulf7","20","0",15.62,15.13,NA,"",35.39,113
"185412",8229481,"2010-06-16 01:12:00.000",50.25,-8.72,8,45.65175507,"NETHERLANDS","64T2",15.21,14.9,NA,"","5","","G7","Gulf7","20","0",15.21,14.9,NA,"",35.27,124
"185414",8229483,"2010-06-16 04:13:00.000",50.25,-7.72,6,43.23207462,"NETHERLANDS","64T2",14.73,12.28,NA,"","5","","G7","Gulf7","20","0",14.73,12.28,NA,"",35.32,94
"185418",8229487,"2010-06-16 05:39:00.000",50.23,-7.23,6,38.01421622,"NETHERLANDS","64T2",14.82,14.68,NA,"","5","","G7","Gulf7","20","0",14.82,14.68,NA,"",35.35,107
"185423",8229492,"2010-06-16 09:34:00.000",49.65,-6.52,30,33.69754234,"NETHERLANDS","64T2",14.93,14.86,NA,"","5","","G7","Gulf7","20","0",14.93,14.86,NA,"",35.31,104
"185425",8229494,"2010-06-01 21:38:00.000",59.25,-14.25,1,97.1,"NORWAY","58JH",11.01,10.99,10.14,"9.97","5","","G7","Gulf7","20","0",11.01,10.99,10.14,"9.97",35.41,830
"185427",8229496,"2010-06-02 04:54:00.000",59.25,-12.75,6,108.7,"NORWAY","58JH",10.68,10.68,10,"9.8","5","","G7","Gulf7","20","0",10.68,10.68,10,"9.8",35.38,1459
"185429",8229498,"2010-06-02 07:01:00.000",59.25,-12.25,2,93.7,"NORWAY","58JH",11.06,10.37,9.96,"9.87","5","","G7","Gulf7","20","0",11.06,10.37,9.96,"9.87",35.42,1518
"185430",8229499,"2010-06-02 08:55:00.000",59.25,-11.75,2,66.7,"NORWAY","58JH",11.05,10.99,9.89,"9.64","5","","G7","Gulf7","20","0",11.05,10.99,9.89,"9.64",35.38,1830
"185432",8229501,"2010-06-02 10:55:00.000",59.25,-11.25,4,108.1,"NORWAY","58JH",11.1,11.11,10.14,"9.71","5","","G7","Gulf7","20","0",11.1,11.11,10.14,"9.71",35.37,1951
"185433",8229502,"2010-06-02 13:04:00.000",59.25,-10.75,2,105.3,"NORWAY","58JH",11.34,11.33,11.27,"10.3","5","","G7","Gulf7","20","0",11.34,11.33,11.27,"10.3",35.46,1543
"185439",8229508,"2010-06-02 17:12:00.000",59.25,-9.75,2,97.7,"NORWAY","58JH",10.8,10.78,10.42,"10.12","5","","G7","Gulf7","20","0",10.8,10.78,10.42,"10.12",35.42,935
"185441",8229510,"2010-06-02 19:15:00.000",59.25,-9.25,1,95.6,"NORWAY","58JH",10.99,10.98,10.12,"9.82","5","","G7","Gulf7","20","0",10.99,10.98,10.12,"9.82",35.43,1576
"185444",8229513,"2010-06-02 21:15:00.000",59.25,-8.75,3,90.4,"NORWAY","58JH",11.02,10.93,10.01,"9.65","5","","G7","Gulf7","20","0",11.02,10.93,10.01,"9.65",35.42,1473
"185449",8229518,"2010-06-02 23:16:00.000",59.25,-8.25,1,82,"NORWAY","58JH",10.67,10.67,10.09,"9.76","5","","G7","Gulf7","20","0",10.67,10.67,10.09,"9.76",35.4,1402
"185450",8229519,"2010-06-03 02:32:00.000",59.25,-7.75,3,81,"NORWAY","58JH",10.52,10.11,9.75,"9.5","5","","G7","Gulf7","20","0",10.52,10.11,9.75,"9.5",35.39,1204
"185453",8229522,"2010-06-03 04:48:00.000",59.25,-7.25,60,97.7,"NORWAY","58JH",11.04,11.02,10.14,"9.77","5","","G7","Gulf7","20","0",11.04,11.02,10.14,"9.77",35.41,659
"185458",8229527,"2010-06-03 06:50:00.000",59.25,-6.75,115,81.5,"NORWAY","58JH",10.99,10.98,10.86,"9.85","5","","G7","Gulf7","20","0",10.99,10.98,10.86,"9.85",35.43,197
"185463",8229532,"2010-06-03 08:44:00.000",59.25,-6.25,12,56.2,"NORWAY","58JH",10.59,10.36,9.19,"9.06","5","","G7","Gulf7","20","0",10.59,10.36,9.19,"9.06",35.16,111
"185468",8229537,"2010-06-03 10:37:00.000",59.25,-5.75,24,32.7,"NORWAY","58JH",10.41,10.26,8.71,"","5","","G7","Gulf7","20","0",10.41,10.26,8.71,"",35.14,92
"185472",8229541,"2010-06-03 13:26:00.000",59.25,-5.25,9,43.3,"NORWAY","58JH",10.64,10.52,8.85,"8.84","5","","G7","Gulf7","20","0",10.64,10.52,8.85,"8.84",35.24,103
"185477",8229546,"2010-06-03 17:00:00.000",59.25,-4.25,2,39.5,"NORWAY","58JH",10.87,10.27,8.57,"","5","","G7","Gulf7","20","0",10.87,10.27,8.57,"",35.06,102
"185479",8229548,"2010-06-03 18:58:00.000",59.32,-3.75,12,83.3,"NORWAY","58JH",10.7,10.39,8.72,"8.64","5","","G7","Gulf7","20","0",10.7,10.39,8.72,"8.64",35.2,155
"185484",8229553,"2010-06-03 20:57:00.000",59.42,-3.25,2,63.9,"NORWAY","58JH",9.95,9.77,8.69,"","5","","G7","Gulf7","20","0",9.95,9.77,8.69,"",34.95,76
"185487",8229556,"2010-05-31 18:46:00.000",58.77,-14.26,2,157.1435158,"Scotland","74RY",11.1313,11.0448,10.2076,"9.7791","5","","G7","Gulf7","20","0",11.1313,11.0448,10.2076,"9.7791",35.4149,857
"185491",8229560,"2010-05-31 22:25:00.000",58.26,-14.28,4,213.8898788,"Scotland","74RY",11.2039,11.9472,10.0669,"9.7072","5","","G7","Gulf7","20","0",11.2039,11.9472,10.0669,"9.7072",35.3533,489
"185493",8229562,"2010-06-01 00:30:00.000",58.25,-13.8,9,177.2054632,"Scotland","74RY",10.9551,10.9338,10.5681,"9.7073","5","","G7","Gulf7","20","0",10.9551,10.9338,10.5681,"9.7073",35.3385,316
"185496",8229565,"2010-06-01 02:27:00.000",58.25,-13.32,2,145.066674,"Scotland","74RY",11.0044,11.013,10.2944,"9.682","5","","G7","Gulf7","20","0",11.0044,11.013,10.2944,"9.682",35.3564,1279
"185499",8229568,"2010-06-01 04:35:00.000",58.25,-12.8,3,203,"Scotland","74RY",11.0068,10.9452,10.3998,"9.7896","5","","G7","Gulf7","20","0",11.0068,10.9452,10.3998,"9.7896",35.3329,1684
"185502",8229571,"2010-06-01 08:37:00.000",58.25,-11.79,1,187.1338914,"Scotland","74RY",11.0924,10.9321,10.0899,"9.5984","5","","G7","Gulf7","20","0",11.0924,10.9321,10.0899,"9.5984",35.3609,1721
"185505",8229574,"2010-06-01 10:28:00.000",58.25,-11.31,1,183.7213094,"Scotland","74RY",11.4838,11.3498,10.515,"10.2534","5","","G7","Gulf7","20","0",11.4838,11.3498,10.515,"10.2534",35.4471,1861
"185509",8229578,"2010-06-01 12:25:00.000",58.25,-10.82,1,185.7285128,"Scotland","74RY",11.2256,10.9996,10.1521,"10.0337","5","","G7","Gulf7","20","0",11.2256,10.9996,10.1521,"10.0337",35.4184,1947
"185513",8229582,"2010-06-01 16:17:00.000",58.25,-9.8,88,183.869244,"Scotland","74RY",11.576,10.9456,10.2972,"10.046","5","","G7","Gulf7","20","0",11.576,10.9456,10.2972,"10.046",35.445,1777
"185518",8229587,"2010-06-01 18:09:00.000",58.25,-9.31,11,182.5142976,"Scotland","74RY",11.6473,11.3252,10.8202,"10.3131","5","","G7","Gulf7","20","0",11.6473,11.3252,10.8202,"10.3131",35.4353,411
"185523",8229592,"2010-06-01 20:09:00.000",58.25,-8.78,40,183.4960454,"Scotland","74RY",11.4048,11.0238,10.0288,"9.8429","5","","G7","Gulf7","20","0",11.4048,11.0238,10.0288,"9.8429",35.3742,193
"185528",8229597,"2010-06-01 22:06:00.000",58.25,-8.27,14,133.6185542,"Scotland","74RY",10.8777,10.0743,9.9345,"9.7053","5","","G7","Gulf7","20","0",10.8777,10.0743,9.9345,"9.7053",35.1534,124
"185533",8229602,"2010-06-01 23:23:00.000",58.25,-7.95,21,126.1848412,"Scotland","74RY",11.2222,9.7094,9.7604,"9.3353","5","","G7","Gulf7","20","0",11.2222,9.7094,9.7604,"9.3353",35.0239,118
"185538",8229607,"2010-06-02 01:49:00.000",58.25,-7.3,9,111.6838895,"Scotland","74RY",10.6389,10.5926,8.7387,"","5","","G7","Gulf7","20","0",10.6389,10.5926,8.7387,"",34.8828,95
"185542",8229611,"2010-06-02 06:06:00.000",57.76,-7.9,2,108.7823542,"Scotland","74RY",10.4415,10.2732,9.0263,"8.5795","5","","G7","Gulf7","20","0",10.4415,10.2732,9.0263,"8.5795",34.7822,122
"185546",8229615,"2010-06-02 11:38:00.000",57.25,-8.2,2,132.848622,"Scotland","74RY",11.5304,35.1577,10.1612,"9.0107","5","","G7","Gulf7","20","0",11.5304,35.1577,10.1612,"9.0107",35.1577,125
"185547",8229616,"2010-06-02 13:51:00.000",57.25,-8.71,1,113.022025,"Scotland","74RY",11.5085,11.1399,9.9019,"9.8417","5","","G7","Gulf7","20","0",11.5085,11.1399,9.9019,"9.8417",35.3202,133
"185550",8229619,"2010-06-16 20:33:00.000",58.75,-7.71,14,176.190094,"Scotland","74UT",12.9956,12.033,10.8625,"10.3005","5","","G7","Gulf7","20","0",12.9956,12.033,10.8625,"10.3005",35.3912,284
"185555",8229624,"2010-06-25 14:06:00.000",54.26,-15.19,3,192.8076579,"Scotland","74UT",15.3197,13.9563,11.3918,"10.8598","5","","G7","Gulf7","20","0",15.3197,13.9563,11.3918,"10.8598",35.4756,2786
"185560",8229629,"2010-06-25 20:11:00.000",53.76,-15.27,2,202.19296,"Scotland","74UT",15.5855,14.3823,12.0504,"10.7919","5","","G7","Gulf7","20","0",15.5855,14.3823,12.0504,"10.7919",35.4329,3032
"185564",8229633,"2010-06-26 05:09:00.000",53.25,-14.78,1,189.5411906,"Scotland","74UT",15.1209,14.8528,11.789,"11.158","5","","G7","Gulf7","20","0",15.1209,14.8528,11.789,"11.158",35.4966,1050
"185569",8229638,"2010-06-17 00:36:00.000",58.75,-8.22,10,173.4566663,"Scotland","74UT",12.7528,12.0912,10.3963,"9.8163","5","","G7","Gulf7","20","0",12.7528,12.0912,10.3963,"9.8163",35.4254,811
"185574",8229643,"2010-06-26 07:23:00.000",53.25,-14.29,28,231.3427981,"Scotland","74UT",15.1765,14.1216,11.1295,"10.298","5","","G7","Gulf7","20","0",15.1765,14.1216,11.1295,"10.298",35.5257,233
"185579",8229648,"2010-06-26 09:34:00.000",53.27,-13.78,17,121.6728363,"Scotland","74UT",15.339,15.3463,11.5465,"10.4605","5","","G7","Gulf7","20","0",15.339,15.3463,11.5465,"10.4605",35.4722,164
"185584",8229653,"2010-06-26 19:03:00.000",52.27,-13.73,1,197.3178429,"Scotland","74UT",15.8689,14.0589,11.3423,"10.6151","5","","G7","Gulf7","20","0",15.8689,14.0589,11.3423,"10.6151",35.6383,387
"185589",8229658,"2010-06-26 23:53:00.000",51.78,-14.23,1,197.3178429,"Scotland","74UT",15.3636,15.3686,13.1649,"10.7811","5","","G7","Gulf7","20","0",15.3636,15.3686,13.1649,"10.7811",35.4552,371
"185591",8229660,"2010-06-27 12:05:00.000",51.25,-13.28,2,186.1017114,"Scotland","74UT",16.249,16.2011,12.2977,"11.4799","5","","G7","Gulf7","20","0",16.249,16.2011,12.2977,"11.4799",35.593,1496
"185595",8229664,"2010-06-27 14:18:00.000",51.25,-12.78,9,183.1867276,"Scotland","74UT",16.2163,16.0863,11.9516,"11.3682","5","","G7","Gulf7","20","0",16.2163,16.0863,11.9516,"11.3682",35.5924,1908
"185600",8229669,"2010-06-27 16:30:00.000",51.25,-12.28,1,144.7573563,"Scotland","74UT",16.3681,16.2396,13.7275,"11.781","5","","G7","Gulf7","20","0",16.3681,16.2396,13.7275,"11.781",35.6657,1679
