"","QUADRICULA","TET","crestlark","linnet","x","y"
"17804","PD25","Y",0,1,629000,4357000
"18034","PD35","D",0,1,631000,4357000
"18039","PD35","I",NA,NA,633000,4357000
"18044","PD35","N",0,1,635000,4357000
"18049","PD35","T",0,1,637000,4357000
"18054","PD35","Y",NA,NA,639000,4357000
"18284","PD45","D",NA,NA,641000,4357000
"18289","PD45","I",NA,NA,643000,4357000
"18294","PD45","N",NA,NA,645000,4357000
"18299","PD45","T",NA,NA,647000,4357000
"18304","PD45","Y",NA,NA,649000,4357000
"18534","PD55","D",NA,NA,651000,4357000
"18539","PD55","I",NA,NA,653000,4357000
"18544","PD55","N",NA,NA,655000,4357000
"18549","PD55","T",NA,NA,657000,4357000
"18554","PD55","Y",NA,NA,659000,4357000
"528","MD65","C",NA,NA,461000,4355000
"533","MD65","H",NA,NA,463000,4355000
"538","MD65","M",NA,NA,465000,4355000
"543","MD65","S",NA,NA,467000,4355000
"548","MD65","X",NA,NA,469000,4355000
"678","MD75","C",NA,NA,471000,4355000
"683","MD75","H",NA,NA,473000,4355000
"688","MD75","M",NA,NA,475000,4355000
"693","MD75","S",NA,NA,477000,4355000
"698","MD75","X",0,1,479000,4355000
"853","MD85","C",0,1,481000,4355000
"858","MD85","H",NA,NA,483000,4355000
"863","MD85","M",0,1,485000,4355000
"868","MD85","S",NA,NA,487000,4355000
"873","MD85","X",NA,NA,489000,4355000
"1053","MD95","C",NA,NA,491000,4355000
"1058","MD95","H",NA,NA,493000,4355000
"1063","MD95","M",0,1,495000,4355000
"1068","MD95","S",NA,NA,497000,4355000
"1073","MD95","X",NA,NA,499000,4355000
"6103","ND05","C",NA,NA,501000,4355000
"6108","ND05","H",NA,NA,503000,4355000
"6113","ND05","M",0,0,505000,4355000
"6118","ND05","S",NA,NA,507000,4355000
"6123","ND05","X",NA,NA,509000,4355000
"6353","ND15","C",NA,NA,511000,4355000
"6358","ND15","H",NA,NA,513000,4355000
"6363","ND15","M",NA,NA,515000,4355000
"6368","ND15","S",NA,NA,517000,4355000
"6373","ND15","X",NA,NA,519000,4355000
"6603","ND25","C",NA,NA,521000,4355000
"6608","ND25","H",0,0,523000,4355000
"6613","ND25","M",NA,NA,525000,4355000
"6618","ND25","S",0,0,527000,4355000
"6623","ND25","X",NA,NA,529000,4355000
"6853","ND35","C",NA,NA,531000,4355000
"6858","ND35","H",NA,NA,533000,4355000
"6863","ND35","M",0,1,535000,4355000
"6868","ND35","S",NA,NA,537000,4355000
"6873","ND35","X",NA,NA,539000,4355000
"7103","ND45","C",NA,NA,541000,4355000
"7108","ND45","H",1,1,543000,4355000
"7113","ND45","M",NA,NA,545000,4355000
"7118","ND45","S",0,1,547000,4355000
"7123","ND45","X",NA,NA,549000,4355000
"7353","ND55","C",0,0,551000,4355000
"7358","ND55","H",NA,NA,553000,4355000
"7363","ND55","M",0,0,555000,4355000
"7368","ND55","S",NA,NA,557000,4355000
"7373","ND55","X",NA,NA,559000,4355000
"7603","ND65","C",NA,NA,561000,4355000
"7608","ND65","H",NA,NA,563000,4355000
"7613","ND65","M",NA,NA,565000,4355000
"7618","ND65","S",NA,NA,567000,4355000
"7623","ND65","X",1,0,569000,4355000
"7853","ND75","C",0,0,571000,4355000
"7858","ND75","H",NA,NA,573000,4355000
"7863","ND75","M",NA,NA,575000,4355000
"7868","ND75","S",NA,NA,577000,4355000
"7873","ND75","X",0,0,579000,4355000
"8103","ND85","C",NA,NA,581000,4355000
"8108","ND85","H",NA,NA,583000,4355000
"8113","ND85","M",0,0,585000,4355000
"8118","ND85","S",NA,NA,587000,4355000
"8123","ND85","X",NA,NA,589000,4355000
"8353","ND95","C",NA,NA,591000,4355000
"8358","ND95","H",NA,NA,593000,4355000
"8363","ND95","M",0,1,595000,4355000
"8368","ND95","S",NA,NA,597000,4355000
"8373","ND95","X",0,0,599000,4355000
"17283","PD05","C",0,1,601000,4355000
"17288","PD05","H",0,1,603000,4355000
"17293","PD05","M",0,0,605000,4355000
"17298","PD05","S",NA,NA,607000,4355000
"17303","PD05","X",0,1,609000,4355000
"17533","PD15","C",0,1,611000,4355000
"17538","PD15","H",0,0,613000,4355000
"17543","PD15","M",NA,NA,615000,4355000
"17548","PD15","S",NA,NA,617000,4355000
"17553","PD15","X",NA,NA,619000,4355000
"17783","PD25","C",0,0,621000,4355000
"17788","PD25","H",NA,NA,623000,4355000
"17793","PD25","M",NA,NA,625000,4355000
"17798","PD25","S",0,0,627000,4355000
"17803","PD25","X",0,0,629000,4355000
"18033","PD35","C",NA,NA,631000,4355000
"18038","PD35","H",NA,NA,633000,4355000
"18043","PD35","M",0,1,635000,4355000
"18048","PD35","S",NA,NA,637000,4355000
"18053","PD35","X",NA,NA,639000,4355000
"18283","PD45","C",0,1,641000,4355000
"18288","PD45","H",0,1,643000,4355000
"18293","PD45","M",NA,NA,645000,4355000
"18298","PD45","S",NA,NA,647000,4355000
"18303","PD45","X",NA,NA,649000,4355000
"18533","PD55","C",NA,NA,651000,4355000
"18538","PD55","H",NA,NA,653000,4355000
"18543","PD55","M",NA,NA,655000,4355000
"18548","PD55","S",NA,NA,657000,4355000
"18553","PD55","X",NA,NA,659000,4355000
"527","MD65","B",NA,NA,461000,4353000
"532","MD65","G",NA,NA,463000,4353000
"537","MD65","L",NA,NA,465000,4353000
"542","MD65","R",NA,NA,467000,4353000
"547","MD65","W",NA,NA,469000,4353000
"677","MD75","B",NA,NA,471000,4353000
"682","MD75","G",0,1,473000,4353000
"687","MD75","L",NA,NA,475000,4353000
"692","MD75","R",0,1,477000,4353000
"697","MD75","W",NA,NA,479000,4353000
"852","MD85","B",NA,NA,481000,4353000
"857","MD85","G",1,1,483000,4353000
"862","MD85","L",NA,NA,485000,4353000
"867","MD85","R",0,1,487000,4353000
"872","MD85","W",NA,NA,489000,4353000
"1052","MD95","B",NA,NA,491000,4353000
"1057","MD95","G",0,1,493000,4353000
"1062","MD95","L",NA,NA,495000,4353000
"1067","MD95","R",0,1,497000,4353000
"1072","MD95","W",NA,NA,499000,4353000
"6102","ND05","B",NA,NA,501000,4353000
"6107","ND05","G",0,0,503000,4353000
"6112","ND05","L",NA,NA,505000,4353000
"6117","ND05","R",NA,NA,507000,4353000
"6122","ND05","W",0,1,509000,4353000
"6352","ND15","B",0,1,511000,4353000
"6357","ND15","G",NA,NA,513000,4353000
"6362","ND15","L",NA,NA,515000,4353000
"6367","ND15","R",1,1,517000,4353000
"6372","ND15","W",NA,NA,519000,4353000
"6602","ND25","B",NA,NA,521000,4353000
"6607","ND25","G",NA,NA,523000,4353000
"6612","ND25","L",0,0,525000,4353000
"6617","ND25","R",NA,NA,527000,4353000
"6622","ND25","W",NA,NA,529000,4353000
"6852","ND35","B",NA,NA,531000,4353000
"6857","ND35","G",NA,NA,533000,4353000
"6862","ND35","L",NA,NA,535000,4353000
"6867","ND35","R",NA,NA,537000,4353000
"6872","ND35","W",NA,NA,539000,4353000
"7102","ND45","B",NA,NA,541000,4353000
"7107","ND45","G",NA,NA,543000,4353000
"7112","ND45","L",NA,NA,545000,4353000
"7117","ND45","R",NA,NA,547000,4353000
"7122","ND45","W",NA,NA,549000,4353000
"7352","ND55","B",NA,NA,551000,4353000
"7357","ND55","G",0,1,553000,4353000
"7362","ND55","L",NA,NA,555000,4353000
"7367","ND55","R",0,0,557000,4353000
"7372","ND55","W",0,1,559000,4353000
"7602","ND65","B",0,0,561000,4353000
"7607","ND65","G",NA,NA,563000,4353000
"7612","ND65","L",NA,NA,565000,4353000
"7617","ND65","R",0,0,567000,4353000
"7622","ND65","W",NA,NA,569000,4353000
"7852","ND75","B",NA,NA,571000,4353000
"7857","ND75","G",NA,NA,573000,4353000
"7862","ND75","L",NA,NA,575000,4353000
"7867","ND75","R",0,0,577000,4353000
"7872","ND75","W",NA,NA,579000,4353000
"8102","ND85","B",NA,NA,581000,4353000
"8107","ND85","G",0,0,583000,4353000
"8112","ND85","L",NA,NA,585000,4353000
"8117","ND85","R",0,0,587000,4353000
"8122","ND85","W",NA,NA,589000,4353000
"8352","ND95","B",NA,NA,591000,4353000
"8357","ND95","G",0,0,593000,4353000
"8362","ND95","L",0,0,595000,4353000
"8367","ND95","R",NA,NA,597000,4353000
"8372","ND95","W",NA,NA,599000,4353000
"17282","PD05","B",NA,NA,601000,4353000
"17287","PD05","G",0,0,603000,4353000
"17292","PD05","L",NA,NA,605000,4353000
"17297","PD05","R",NA,NA,607000,4353000
"17302","PD05","W",NA,NA,609000,4353000
"17532","PD15","B",NA,NA,611000,4353000
"17537","PD15","G",0,0,613000,4353000
"17542","PD15","L",0,1,615000,4353000
"17547","PD15","R",NA,NA,617000,4353000
"17552","PD15","W",0,0,619000,4353000
"17782","PD25","B",NA,NA,621000,4353000
"17787","PD25","G",NA,NA,623000,4353000
"17792","PD25","L",NA,NA,625000,4353000
"17797","PD25","R",NA,NA,627000,4353000
"17802","PD25","W",NA,NA,629000,4353000
"18032","PD35","B",0,1,631000,4353000
"18037","PD35","G",0,1,633000,4353000
"18042","PD35","L",NA,NA,635000,4353000
"18047","PD35","R",NA,NA,637000,4353000
"18052","PD35","W",NA,NA,639000,4353000
"18282","PD45","B",NA,NA,641000,4353000
"18287","PD45","G",NA,NA,643000,4353000
"18292","PD45","L",0,1,645000,4353000
"18297","PD45","R",NA,NA,647000,4353000
"18302","PD45","W",NA,NA,649000,4353000
"18532","PD55","B",NA,NA,651000,4353000
"18537","PD55","G",NA,NA,653000,4353000
"18542","PD55","L",NA,NA,655000,4353000
"18547","PD55","R",NA,NA,657000,4353000
"18552","PD55","W",NA,NA,659000,4353000
"526","MD65","A",NA,NA,461000,4351000
"531","MD65","F",NA,NA,463000,4351000
"536","MD65","K",NA,NA,465000,4351000
"541","MD65","Q",NA,NA,467000,4351000
"546","MD65","V",NA,NA,469000,4351000
"676","MD75","A",NA,NA,471000,4351000
"681","MD75","F",NA,NA,473000,4351000
"686","MD75","K",NA,NA,475000,4351000
"691","MD75","Q",NA,NA,477000,4351000
"696","MD75","V",NA,NA,479000,4351000
"851","MD85","A",0,1,481000,4351000
"856","MD85","F",NA,NA,483000,4351000
"861","MD85","K",NA,NA,485000,4351000
"866","MD85","Q",NA,NA,487000,4351000
"871","MD85","V",NA,NA,489000,4351000
"1051","MD95","A",NA,NA,491000,4351000
"1056","MD95","F",NA,NA,493000,4351000
"1061","MD95","K",0,1,495000,4351000
"1066","MD95","Q",NA,NA,497000,4351000
"1071","MD95","V",NA,NA,499000,4351000
"6101","ND05","A",NA,NA,501000,4351000
"6106","ND05","F",NA,NA,503000,4351000
"6111","ND05","K",NA,NA,505000,4351000
"6116","ND05","Q",NA,NA,507000,4351000
"6121","ND05","V",NA,NA,509000,4351000
"6351","ND15","A",NA,NA,511000,4351000
"6356","ND15","F",0,0,513000,4351000
"6361","ND15","K",NA,NA,515000,4351000
"6366","ND15","Q",NA,NA,517000,4351000
"6371","ND15","V",1,1,519000,4351000
"6601","ND25","A",0,1,521000,4351000
"6606","ND25","F",NA,NA,523000,4351000
"6611","ND25","K",NA,NA,525000,4351000
"6616","ND25","Q",NA,NA,527000,4351000
"6621","ND25","V",NA,NA,529000,4351000
"6851","ND35","A",1,1,531000,4351000
"6856","ND35","F",NA,NA,533000,4351000
"6861","ND35","K",NA,NA,535000,4351000
"6866","ND35","Q",1,1,537000,4351000
"6871","ND35","V",NA,NA,539000,4351000
"7101","ND45","A",1,0,541000,4351000
"7106","ND45","F",NA,NA,543000,4351000
"7111","ND45","K",NA,NA,545000,4351000
"7116","ND45","Q",0,1,547000,4351000
"7121","ND45","V",NA,NA,549000,4351000
"7351","ND55","A",0,0,551000,4351000
"7356","ND55","F",NA,NA,553000,4351000
"7361","ND55","K",NA,NA,555000,4351000
"7366","ND55","Q",NA,NA,557000,4351000
"7371","ND55","V",NA,NA,559000,4351000
"7601","ND65","A",NA,NA,561000,4351000
"7606","ND65","F",0,1,563000,4351000
"7611","ND65","K",NA,NA,565000,4351000
"7616","ND65","Q",NA,NA,567000,4351000
"7621","ND65","V",NA,NA,569000,4351000
"7851","ND75","A",NA,NA,571000,4351000
"7856","ND75","F",NA,NA,573000,4351000
"7861","ND75","K",NA,NA,575000,4351000
"7866","ND75","Q",NA,NA,577000,4351000
"7871","ND75","V",NA,NA,579000,4351000
"8101","ND85","A",0,1,581000,4351000
"8106","ND85","F",NA,NA,583000,4351000
"8111","ND85","K",1,0,585000,4351000
"8116","ND85","Q",NA,NA,587000,4351000
"8121","ND85","V",NA,NA,589000,4351000
"8351","ND95","A",0,1,591000,4351000
"8356","ND95","F",0,0,593000,4351000
"8361","ND95","K",0,0,595000,4351000
"8366","ND95","Q",NA,NA,597000,4351000
"8371","ND95","V",NA,NA,599000,4351000
"17281","PD05","A",NA,NA,601000,4351000
"17286","PD05","F",NA,NA,603000,4351000
"17291","PD05","K",0,1,605000,4351000
"17296","PD05","Q",NA,NA,607000,4351000
"17301","PD05","V",1,1,609000,4351000
"17531","PD15","A",0,0,611000,4351000
"17536","PD15","F",NA,NA,613000,4351000
"17541","PD15","K",0,0,615000,4351000
"17546","PD15","Q",NA,NA,617000,4351000
"17551","PD15","V",NA,NA,619000,4351000
"17781","PD25","A",NA,NA,621000,4351000
"17786","PD25","F",NA,NA,623000,4351000
"17791","PD25","K",0,0,625000,4351000
"17796","PD25","Q",NA,NA,627000,4351000
"17801","PD25","V",0,1,629000,4351000
"18031","PD35","A",NA,NA,631000,4351000
"18036","PD35","F",0,1,633000,4351000
"18041","PD35","K",0,1,635000,4351000
"18046","PD35","Q",0,0,637000,4351000
"18051","PD35","V",NA,NA,639000,4351000
"18281","PD45","A",NA,NA,641000,4351000
"18286","PD45","F",0,0,643000,4351000
"18291","PD45","K",NA,NA,645000,4351000
"18296","PD45","Q",NA,NA,647000,4351000
"18301","PD45","V",0,1,649000,4351000
"18531","PD55","A",NA,NA,651000,4351000
"18536","PD55","F",NA,NA,653000,4351000
"18541","PD55","K",NA,NA,655000,4351000
"18546","PD55","Q",NA,NA,657000,4351000
"18551","PD55","V",NA,NA,659000,4351000
"655","MD74","E",0,1,471000,4349000
"660","MD74","J",NA,NA,473000,4349000
"665","MD74","P",1,1,475000,4349000
"670","MD74","U",NA,NA,477000,4349000
"675","MD74","Z",NA,NA,479000,4349000
"830","MD84","E",0,1,481000,4349000
"835","MD84","J",NA,NA,483000,4349000
"840","MD84","P",0,1,485000,4349000
"845","MD84","U",NA,NA,487000,4349000
"850","MD84","Z",NA,NA,489000,4349000
"1030","MD94","E",NA,NA,491000,4349000
"1035","MD94","J",1,1,493000,4349000
"1040","MD94","P",NA,NA,495000,4349000
"1045","MD94","U",NA,NA,497000,4349000
"1050","MD94","Z",0,1,499000,4349000
"6080","ND04","E",0,1,501000,4349000
"6085","ND04","J",NA,NA,503000,4349000
"6090","ND04","P",NA,NA,505000,4349000
"6095","ND04","U",NA,NA,507000,4349000
"6100","ND04","Z",0,1,509000,4349000
"6330","ND14","E",NA,NA,511000,4349000
"6335","ND14","J",0,0,513000,4349000
"6340","ND14","P",NA,NA,515000,4349000
"6345","ND14","U",NA,NA,517000,4349000
"6350","ND14","Z",NA,NA,519000,4349000
"6580","ND24","E",NA,NA,521000,4349000
"6585","ND24","J",NA,NA,523000,4349000
"6590","ND24","P",1,1,525000,4349000
"6595","ND24","U",NA,NA,527000,4349000
"6600","ND24","Z",NA,NA,529000,4349000
"6830","ND34","E",1,1,531000,4349000
"6835","ND34","J",NA,NA,533000,4349000
"6840","ND34","P",1,1,535000,4349000
"6845","ND34","U",NA,NA,537000,4349000
"6850","ND34","Z",1,0,539000,4349000
"7080","ND44","E",1,0,541000,4349000
"7085","ND44","J",NA,NA,543000,4349000
"7090","ND44","P",NA,NA,545000,4349000
"7095","ND44","U",NA,NA,547000,4349000
"7100","ND44","Z",NA,NA,549000,4349000
"7330","ND54","E",NA,NA,551000,4349000
"7335","ND54","J",0,0,553000,4349000
"7340","ND54","P",NA,NA,555000,4349000
"7345","ND54","U",NA,NA,557000,4349000
"7350","ND54","Z",NA,NA,559000,4349000
"7580","ND64","E",NA,NA,561000,4349000
"7585","ND64","J",NA,NA,563000,4349000
"7590","ND64","P",NA,NA,565000,4349000
"7595","ND64","U",NA,NA,567000,4349000
"7600","ND64","Z",0,1,569000,4349000
"7830","ND74","E",1,0,571000,4349000
"7835","ND74","J",NA,NA,573000,4349000
"7840","ND74","P",0,0,575000,4349000
"7845","ND74","U",0,1,577000,4349000
"7850","ND74","Z",NA,NA,579000,4349000
"8080","ND84","E",0,0,581000,4349000
"8085","ND84","J",NA,NA,583000,4349000
"8090","ND84","P",NA,NA,585000,4349000
"8095","ND84","U",0,1,587000,4349000
"8100","ND84","Z",NA,NA,589000,4349000
"8330","ND94","E",0,1,591000,4349000
"8335","ND94","J",NA,NA,593000,4349000
"8340","ND94","P",NA,NA,595000,4349000
"8345","ND94","U",NA,NA,597000,4349000
"8350","ND94","Z",NA,NA,599000,4349000
"17260","PD04","E",NA,NA,601000,4349000
"17265","PD04","J",0,0,603000,4349000
"17270","PD04","P",NA,NA,605000,4349000
"17275","PD04","U",NA,NA,607000,4349000
"17280","PD04","Z",0,0,609000,4349000
"17510","PD14","E",NA,NA,611000,4349000
"17515","PD14","J",NA,NA,613000,4349000
"17520","PD14","P",NA,NA,615000,4349000
"17525","PD14","U",0,0,617000,4349000
"17530","PD14","Z",NA,NA,619000,4349000
"17760","PD24","E",NA,NA,621000,4349000
"17765","PD24","J",0,0,623000,4349000
"17770","PD24","P",0,1,625000,4349000
"17775","PD24","U",NA,NA,627000,4349000
"17780","PD24","Z",NA,NA,629000,4349000
"18010","PD34","E",NA,NA,631000,4349000
"18015","PD34","J",NA,NA,633000,4349000
"18020","PD34","P",NA,NA,635000,4349000
"18025","PD34","U",NA,NA,637000,4349000
"18030","PD34","Z",NA,NA,639000,4349000
"18260","PD44","E",NA,NA,641000,4349000
"18265","PD44","J",NA,NA,643000,4349000
"18270","PD44","P",0,1,645000,4349000
"18275","PD44","U",NA,NA,647000,4349000
"18280","PD44","Z",0,0,649000,4349000
"18510","PD54","E",0,1,651000,4349000
"18515","PD54","J",NA,NA,653000,4349000
"18520","PD54","P",NA,NA,655000,4349000
"18525","PD54","U",NA,NA,657000,4349000
"18530","PD54","Z",NA,NA,659000,4349000
"654","MD74","D",NA,NA,471000,4347000
"659","MD74","I",NA,NA,473000,4347000
"664","MD74","N",NA,NA,475000,4347000
"669","MD74","T",NA,NA,477000,4347000
"674","MD74","Y",0,1,479000,4347000
"829","MD84","D",NA,NA,481000,4347000
"834","MD84","I",1,1,483000,4347000
"839","MD84","N",NA,NA,485000,4347000
"844","MD84","T",0,1,487000,4347000
"849","MD84","Y",NA,NA,489000,4347000
"1029","MD94","D",NA,NA,491000,4347000
"1034","MD94","I",NA,NA,493000,4347000
"1039","MD94","N",NA,NA,495000,4347000
"1044","MD94","T",NA,NA,497000,4347000
"1049","MD94","Y",NA,NA,499000,4347000
"6079","ND04","D",NA,NA,501000,4347000
"6084","ND04","I",NA,NA,503000,4347000
"6089","ND04","N",0,0,505000,4347000
"6094","ND04","T",NA,NA,507000,4347000
"6099","ND04","Y",NA,NA,509000,4347000
"6329","ND14","D",0,1,511000,4347000
"6334","ND14","I",NA,NA,513000,4347000
"6339","ND14","N",NA,NA,515000,4347000
"6344","ND14","T",0,1,517000,4347000
"6349","ND14","Y",NA,NA,519000,4347000
"6579","ND24","D",NA,NA,521000,4347000
"6584","ND24","I",0,0,523000,4347000
"6589","ND24","N",NA,NA,525000,4347000
"6594","ND24","T",0,1,527000,4347000
"6599","ND24","Y",NA,NA,529000,4347000
"6829","ND34","D",NA,NA,531000,4347000
"6834","ND34","I",1,1,533000,4347000
"6839","ND34","N",NA,NA,535000,4347000
"6844","ND34","T",NA,NA,537000,4347000
"6849","ND34","Y",1,0,539000,4347000
"7079","ND44","D",1,0,541000,4347000
"7084","ND44","I",0,0,543000,4347000
"7089","ND44","N",0,1,545000,4347000
"7094","ND44","T",NA,NA,547000,4347000
"7099","ND44","Y",NA,NA,549000,4347000
"7329","ND54","D",NA,NA,551000,4347000
"7334","ND54","I",NA,NA,553000,4347000
"7339","ND54","N",NA,NA,555000,4347000
"7344","ND54","T",0,0,557000,4347000
"7349","ND54","Y",NA,NA,559000,4347000
"7579","ND64","D",NA,NA,561000,4347000
"7584","ND64","I",NA,NA,563000,4347000
"7589","ND64","N",0,0,565000,4347000
"7594","ND64","T",NA,NA,567000,4347000
"7599","ND64","Y",NA,NA,569000,4347000
"7829","ND74","D",NA,NA,571000,4347000
"7834","ND74","I",1,0,573000,4347000
"7839","ND74","N",NA,NA,575000,4347000
"7844","ND74","T",0,0,577000,4347000
"7849","ND74","Y",NA,NA,579000,4347000
"8079","ND84","D",0,0,581000,4347000
"8084","ND84","I",NA,NA,583000,4347000
"8089","ND84","N",NA,NA,585000,4347000
"8094","ND84","T",NA,NA,587000,4347000
"8099","ND84","Y",NA,NA,589000,4347000
"8329","ND94","D",NA,NA,591000,4347000
"8334","ND94","I",0,1,593000,4347000
"8339","ND94","N",NA,NA,595000,4347000
"8344","ND94","T",NA,NA,597000,4347000
"8349","ND94","Y",NA,NA,599000,4347000
"17259","PD04","D",NA,NA,601000,4347000
"17264","PD04","I",1,0,603000,4347000
"17269","PD04","N",NA,NA,605000,4347000
"17274","PD04","T",NA,NA,607000,4347000
"17279","PD04","Y",NA,NA,609000,4347000
"17509","PD14","D",0,0,611000,4347000
"17514","PD14","I",NA,NA,613000,4347000
"17519","PD14","N",NA,NA,615000,4347000
"17524","PD14","T",0,0,617000,4347000
"17529","PD14","Y",0,0,619000,4347000
"17759","PD24","D",NA,NA,621000,4347000
"17764","PD24","I",NA,NA,623000,4347000
"17769","PD24","N",0,0,625000,4347000
"17774","PD24","T",NA,NA,627000,4347000
"17779","PD24","Y",0,0,629000,4347000
"18009","PD34","D",NA,NA,631000,4347000
"18014","PD34","I",0,0,633000,4347000
"18019","PD34","N",NA,NA,635000,4347000
"18024","PD34","T",NA,NA,637000,4347000
"18029","PD34","Y",0,1,639000,4347000
"18259","PD44","D",NA,NA,641000,4347000
"18264","PD44","I",0,0,643000,4347000
"18269","PD44","N",0,1,645000,4347000
"18274","PD44","T",NA,NA,647000,4347000
"18279","PD44","Y",0,1,649000,4347000
"18509","PD54","D",0,1,651000,4347000
"18514","PD54","I",NA,NA,653000,4347000
"18519","PD54","N",NA,NA,655000,4347000
"18524","PD54","T",NA,NA,657000,4347000
"18529","PD54","Y",NA,NA,659000,4347000
"653","MD74","C",1,1,471000,4345000
"658","MD74","H",NA,NA,473000,4345000
"663","MD74","M",0,1,475000,4345000
"668","MD74","S",NA,NA,477000,4345000
"673","MD74","X",NA,NA,479000,4345000
"828","MD84","C",1,1,481000,4345000
"833","MD84","H",NA,NA,483000,4345000
"838","MD84","M",NA,NA,485000,4345000
"843","MD84","S",NA,NA,487000,4345000
"848","MD84","X",NA,NA,489000,4345000
"1028","MD94","C",1,1,491000,4345000
"1033","MD94","H",NA,NA,493000,4345000
"1038","MD94","M",NA,NA,495000,4345000
"1043","MD94","S",0,1,497000,4345000
"1048","MD94","X",NA,NA,499000,4345000
"6078","ND04","C",NA,NA,501000,4345000
"6083","ND04","H",0,1,503000,4345000
"6088","ND04","M",NA,NA,505000,4345000
"6093","ND04","S",NA,NA,507000,4345000
"6098","ND04","X",NA,NA,509000,4345000
"6328","ND14","C",NA,NA,511000,4345000
"6333","ND14","H",NA,NA,513000,4345000
"6338","ND14","M",1,0,515000,4345000
"6343","ND14","S",NA,NA,517000,4345000
"6348","ND14","X",0,1,519000,4345000
"6578","ND24","C",0,1,521000,4345000
"6583","ND24","H",NA,NA,523000,4345000
"6588","ND24","M",0,0,525000,4345000
"6593","ND24","S",NA,NA,527000,4345000
"6598","ND24","X",NA,NA,529000,4345000
"6828","ND34","C",1,1,531000,4345000
"6833","ND34","H",NA,NA,533000,4345000
"6838","ND34","M",NA,NA,535000,4345000
"6843","ND34","S",NA,NA,537000,4345000
"6848","ND34","X",NA,NA,539000,4345000
"7078","ND44","C",0,0,541000,4345000
"7083","ND44","H",NA,NA,543000,4345000
"7088","ND44","M",NA,NA,545000,4345000
"7093","ND44","S",NA,NA,547000,4345000
"7098","ND44","X",NA,NA,549000,4345000
