"","year","exra","nao","location","code","elevation","climate.region","N","E"
"2947",2010,41.9,-5.96,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"3046",2011,42.4,2.95,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"3148",2012,45.4,-0.25,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"3246",2013,53.4,0.9,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"3344",2014,34.4,2.97,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"3440",2015,54.7,4.09,"Schaffhausen","SHA",438,"North-eastern plateau",47.69,8.62
"1186",1981,25.9,-0.55,"Sion","SIO",482,"Valais",46.22,7.33
"2186",1982,24.7,2.63,"Sion","SIO",482,"Valais",46.22,7.33
"399",1983,36.3,0.38,"Sion","SIO",482,"Valais",46.22,7.33
"454",1984,29.6,2.17,"Sion","SIO",482,"Valais",46.22,7.33
"554",1985,39.3,-3.09,"Sion","SIO",482,"Valais",46.22,7.33
"654",1986,41.6,3.14,"Sion","SIO",482,"Valais",46.22,7.33
"754",1987,25.9,-3.01,"Sion","SIO",482,"Valais",46.22,7.33
"854",1988,56,-0.13,"Sion","SIO",482,"Valais",46.22,7.33
"954",1989,26.9,2.38,"Sion","SIO",482,"Valais",46.22,7.33
"1054",1990,57.4,3.88,"Sion","SIO",482,"Valais",46.22,7.33
"1187",1991,39.5,1.14,"Sion","SIO",482,"Valais",46.22,7.33
"1256",1992,36.8,2.54,"Sion","SIO",482,"Valais",46.22,7.33
"1354",1993,25,1.71,"Sion","SIO",482,"Valais",46.22,7.33
"1454",1994,26.4,2.86,"Sion","SIO",482,"Valais",46.22,7.33
"1554",1995,28.7,-1.11,"Sion","SIO",482,"Valais",46.22,7.33
"1654",1996,39.1,-1.98,"Sion","SIO",482,"Valais",46.22,7.33
"1754",1997,49.9,-0.93,"Sion","SIO",482,"Valais",46.22,7.33
"1854",1998,36,1.03,"Sion","SIO",482,"Valais",46.22,7.33
"1954",1999,30.5,2.25,"Sion","SIO",482,"Valais",46.22,7.33
"2054",2000,42.1,1.18,"Sion","SIO",482,"Valais",46.22,7.33
"2187",2001,36.8,-1.91,"Sion","SIO",482,"Valais",46.22,7.33
"2256",2002,38,1,"Sion","SIO",482,"Valais",46.22,7.33
"2354",2003,29.4,-0.09,"Sion","SIO",482,"Valais",46.22,7.33
"2454",2004,36,0.7,"Sion","SIO",482,"Valais",46.22,7.33
"2554",2005,33.2,-1.35,"Sion","SIO",482,"Valais",46.22,7.33
"2654",2006,29.5,-0.2,"Sion","SIO",482,"Valais",46.22,7.33
"2752",2007,38.8,1.35,"Sion","SIO",482,"Valais",46.22,7.33
"2849",2008,21,1.72,"Sion","SIO",482,"Valais",46.22,7.33
"2948",2009,28.4,0.72,"Sion","SIO",482,"Valais",46.22,7.33
"3047",2010,28.2,-5.96,"Sion","SIO",482,"Valais",46.22,7.33
"3149",2011,42,2.95,"Sion","SIO",482,"Valais",46.22,7.33
"3247",2012,23.6,-0.25,"Sion","SIO",482,"Valais",46.22,7.33
"3345",2013,32.6,0.9,"Sion","SIO",482,"Valais",46.22,7.33
"3441",2014,28.6,2.97,"Sion","SIO",482,"Valais",46.22,7.33
"3536",2015,31.6,4.09,"Sion","SIO",482,"Valais",46.22,7.33
"1188",1981,52.2,-0.55,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2188",1982,38.6,2.63,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"3100",1983,36.4,0.38,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"455",1984,46.2,2.17,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"555",1985,46.4,-3.09,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"655",1986,47.4,3.14,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"755",1987,79.1,-3.01,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"855",1988,80.5,-0.13,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"955",1989,37.9,2.38,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1055",1990,45.9,3.88,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1189",1991,40.9,1.14,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1257",1992,39,2.54,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1355",1993,66.2,1.71,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1455",1994,62.8,2.86,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1555",1995,41.3,-1.11,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1655",1996,42.4,-1.98,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1755",1997,37.5,-0.93,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1855",1998,29.9,1.03,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1955",1999,74.9,2.25,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2055",2000,54.3,1.18,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2189",2001,40.4,-1.91,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2257",2002,42.1,1,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2355",2003,38.3,-0.09,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2455",2004,55.1,0.7,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2555",2005,40.8,-1.35,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2655",2006,42.5,-0.2,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2753",2007,81.7,1.35,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2850",2008,46.4,1.72,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"2949",2009,58,0.72,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"3048",2010,37.8,-5.96,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"3150",2011,53.7,2.95,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"3248",2012,51.9,-0.25,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"3346",2013,44.4,0.9,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"3442",2014,42,2.97,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"3537",2015,52.2,4.09,"Zuerich.Fluntern","SMA",556,"North-eastern plateau",47.38,8.57
"1190",1982,39.7,2.63,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2190",1983,56.3,0.38,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"3101",1984,66.3,2.17,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"456",1985,45.8,-3.09,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"556",1986,64.5,3.14,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"656",1987,43.9,-3.01,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"756",1988,40.8,-0.13,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"856",1989,38.9,2.38,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"956",1990,85.4,3.88,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1056",1991,47.9,1.14,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1191",1992,38.1,2.54,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1258",1993,67.7,1.71,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1356",1994,65.9,2.86,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1456",1995,47.1,-1.11,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1556",1996,44.7,-1.98,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1656",1997,47,-0.93,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1756",1998,40.8,1.03,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1856",1999,60.7,2.25,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1956",2000,59.3,1.18,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2056",2001,49.5,-1.91,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2191",2002,92.2,1,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2258",2003,38.1,-0.09,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2356",2004,46,0.7,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2456",2005,45.5,-1.35,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2556",2006,61.3,-0.2,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2656",2007,61.3,1.35,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2754",2008,51.3,1.72,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2851",2009,73.2,0.72,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"2950",2010,64.3,-5.96,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"3049",2011,63.1,2.95,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"3151",2012,41.7,-0.25,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"3249",2013,57.9,0.9,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"3347",2014,63.7,2.97,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"3443",2015,79.2,4.09,"St. Gallen","STG",776,"North-eastern plateau",47.43,9.4
"1192",1981,48.7,-0.55,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2192",1982,61.4,2.63,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"3102",1983,41.3,0.38,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"457",1984,57.5,2.17,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"557",1985,40.4,-3.09,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"657",1986,51.8,3.14,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"757",1987,64.3,-3.01,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"857",1988,32.9,-0.13,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"957",1989,37.6,2.38,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1057",1990,45.6,3.88,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1193",1991,44.6,1.14,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1259",1992,42.8,2.54,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1357",1993,88.6,1.71,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1457",1994,71.3,2.86,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1557",1995,53.2,-1.11,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1657",1996,42.2,-1.98,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1757",1997,47.9,-0.93,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1857",1998,33,1.03,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1957",1999,43.4,2.25,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2057",2000,56.4,1.18,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2193",2001,42.1,-1.91,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2259",2002,32.3,1,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2357",2003,29.1,-0.09,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2457",2004,34.7,0.7,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2557",2005,58.6,-1.35,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2657",2006,31.3,-0.2,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2755",2007,63.3,1.35,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2852",2008,43.8,1.72,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"2951",2009,60.7,0.72,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"3050",2010,35.8,-5.96,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"3152",2011,43.7,2.95,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"3250",2012,46.4,-0.25,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"3348",2013,34.5,0.9,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"3444",2014,45.1,2.97,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"3538",2015,71.3,4.09,"Aadorf.Taenikon","TAE",539,"North-eastern plateau",47.48,8.9
"1194",1981,45.9,-0.55,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2194",1982,45.4,2.63,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"3103",1983,54.4,0.38,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"458",1984,58.8,2.17,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"558",1985,60,-3.09,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"658",1986,49.2,3.14,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"758",1987,66,-3.01,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"858",1988,65.7,-0.13,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"958",1989,69.3,2.38,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1058",1990,58.1,3.88,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1195",1991,78.4,1.14,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1260",1992,39.8,2.54,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1358",1993,62.2,1.71,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1458",1994,54.3,2.86,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1558",1995,54.9,-1.11,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1658",1996,70.5,-1.98,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1758",1997,51,-0.93,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1858",1998,47.4,1.03,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1958",1999,52.1,2.25,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2058",2000,58.6,1.18,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2195",2001,31.6,-1.91,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2260",2002,91.7,1,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2358",2003,64.1,-0.09,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2458",2004,46.5,0.7,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2558",2005,29.4,-1.35,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2658",2006,40.2,-0.2,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2756",2007,58.1,1.35,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2853",2008,45.1,1.72,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"2952",2009,61.1,0.72,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"3051",2010,40.2,-5.96,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"3153",2011,38.2,2.95,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"3251",2012,41.3,-0.25,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"3349",2013,49.7,0.9,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"3445",2014,79,2.97,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"3539",2015,40.2,4.09,"Ulrichen","ULR",1346,"Valais",46.5,8.31
"1196",1981,44.4,-0.55,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2196",1982,70.6,2.63,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"3104",1983,49.2,0.38,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"459",1984,77,2.17,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"559",1985,59.6,-3.09,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"659",1986,48.6,3.14,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"759",1987,52.5,-3.01,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"859",1988,47.2,-0.13,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"959",1989,28.5,2.38,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1059",1990,53.3,3.88,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1197",1991,58.6,1.14,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1261",1992,48.8,2.54,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1359",1993,50.1,1.71,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1459",1994,44.3,2.86,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1559",1995,30.2,-1.11,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1659",1996,37,-1.98,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1759",1997,52.2,-0.93,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1859",1998,44.4,1.03,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1959",1999,46,2.25,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2059",2000,80.2,1.18,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2197",2001,51.8,-1.91,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2261",2002,35.1,1,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2359",2003,57.4,-0.09,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2459",2004,41.5,0.7,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2559",2005,87.5,-1.35,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2659",2006,95,-0.2,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2757",2007,28.7,1.35,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2854",2008,41.7,1.72,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"2953",2009,52.6,0.72,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"3052",2010,34.3,-5.96,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"3154",2011,54.6,2.95,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"3252",2012,55.6,-0.25,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"3350",2013,52.6,0.9,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"3446",2014,54.8,2.97,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"3540",2015,68.2,4.09,"Vaduz","VAD",457,"Eastern Alpine north slope",47.13,9.52
"1198",1981,48.1,-0.55,"Visp","VIS",639,"Valais",46.3,7.84
"2198",1982,39.3,2.63,"Visp","VIS",639,"Valais",46.3,7.84
"3105",1983,34.9,0.38,"Visp","VIS",639,"Valais",46.3,7.84
"460",1984,30.3,2.17,"Visp","VIS",639,"Valais",46.3,7.84
"560",1985,51.5,-3.09,"Visp","VIS",639,"Valais",46.3,7.84
"660",1986,44.3,3.14,"Visp","VIS",639,"Valais",46.3,7.84
"760",1987,70.1,-3.01,"Visp","VIS",639,"Valais",46.3,7.84
"860",1988,45.8,-0.13,"Visp","VIS",639,"Valais",46.3,7.84
"960",1989,56.6,2.38,"Visp","VIS",639,"Valais",46.3,7.84
"1060",1990,44.1,3.88,"Visp","VIS",639,"Valais",46.3,7.84
"1199",1991,74.3,1.14,"Visp","VIS",639,"Valais",46.3,7.84
"1262",1992,32.5,2.54,"Visp","VIS",639,"Valais",46.3,7.84
"1360",1993,46.5,1.71,"Visp","VIS",639,"Valais",46.3,7.84
"1460",1994,62.4,2.86,"Visp","VIS",639,"Valais",46.3,7.84
"1560",1995,29.6,-1.11,"Visp","VIS",639,"Valais",46.3,7.84
"1660",1996,45.1,-1.98,"Visp","VIS",639,"Valais",46.3,7.84
"1760",1997,28,-0.93,"Visp","VIS",639,"Valais",46.3,7.84
"1860",1998,31.7,1.03,"Visp","VIS",639,"Valais",46.3,7.84
"1960",1999,27.5,2.25,"Visp","VIS",639,"Valais",46.3,7.84
"2060",2000,82.4,1.18,"Visp","VIS",639,"Valais",46.3,7.84
"2199",2001,35.7,-1.91,"Visp","VIS",639,"Valais",46.3,7.84
"2262",2002,36.2,1,"Visp","VIS",639,"Valais",46.3,7.84
"2360",2003,33.5,-0.09,"Visp","VIS",639,"Valais",46.3,7.84
"2460",2004,44.3,0.7,"Visp","VIS",639,"Valais",46.3,7.84
"2560",2005,38.3,-1.35,"Visp","VIS",639,"Valais",46.3,7.84
"2660",2006,35.9,-0.2,"Visp","VIS",639,"Valais",46.3,7.84
"2758",2007,49.6,1.35,"Visp","VIS",639,"Valais",46.3,7.84
"2855",2008,37.5,1.72,"Visp","VIS",639,"Valais",46.3,7.84
"2954",2009,68.3,0.72,"Visp","VIS",639,"Valais",46.3,7.84
"3053",2010,40.6,-5.96,"Visp","VIS",639,"Valais",46.3,7.84
"3155",2011,34.3,2.95,"Visp","VIS",639,"Valais",46.3,7.84
"3253",2012,37.9,-0.25,"Visp","VIS",639,"Valais",46.3,7.84
"3351",2013,29.9,0.9,"Visp","VIS",639,"Valais",46.3,7.84
"3447",2014,46.8,2.97,"Visp","VIS",639,"Valais",46.3,7.84
"3541",2015,43.8,4.09,"Visp","VIS",639,"Valais",46.3,7.84
"1200",1981,47.8,-0.55,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2200",1982,45.4,2.63,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"3106",1983,55.9,0.38,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"461",1984,68.6,2.17,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"561",1985,36.9,-3.09,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"661",1986,52.1,3.14,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"761",1987,51.3,-3.01,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"861",1988,64.7,-0.13,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"961",1989,59.2,2.38,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1061",1990,56.9,3.88,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"11100",1991,40,1.14,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1263",1992,52.4,2.54,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1361",1993,62.9,1.71,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1461",1994,89.6,2.86,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1561",1995,51.1,-1.11,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1661",1996,46.5,-1.98,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1761",1997,41.6,-0.93,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1861",1998,50,1.03,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1961",1999,57.5,2.25,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2061",2000,64.8,1.18,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"21100",2001,47.4,-1.91,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2263",2002,52.4,1,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2361",2003,42.7,-0.09,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2461",2004,54.9,0.7,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2561",2005,61.3,-1.35,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2661",2006,28.1,-0.2,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2759",2007,63.7,1.35,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2856",2008,46.7,1.72,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"2955",2009,52.9,0.72,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"3054",2010,50.8,-5.96,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"3156",2011,83.3,2.95,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"3254",2012,54.9,-0.25,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"3352",2013,44.9,0.9,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"3448",2014,52.5,2.97,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"3542",2015,44.6,4.09,"Waedenswil","WAE",485,"North-eastern plateau",47.22,8.68
"1201",1981,59.3,-0.55,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"2201",1982,51.9,2.63,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"3107",1983,47.9,0.38,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"462",1984,44.4,2.17,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"562",1985,68.4,-3.09,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"662",1986,52.6,3.14,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"762",1987,37.8,-3.01,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"862",1988,63.8,-0.13,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"962",1989,26.8,2.38,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"1062",1990,62.8,3.88,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"11101",1991,90.5,1.14,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"1264",1992,42.8,2.54,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"1362",1993,57.7,1.71,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"1462",1994,38.8,2.86,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"1562",1995,55,-1.11,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
"1662",1996,50.4,-1.98,"Weissfluhjoch","WFJ",2691,"Northern and central Grisons",46.83,9.81
